Wind speed(m/s),Temperature(C),Humidity,Air Pressure,Wind direction,Precipitation(mm),solar irradiation(kW/m2),Active Power(MW)_Hybrid_88W
0.21,0.1,0.83,1,0.01,0.15,0,0.6631
0.2,0.09,0.85,1,0.03,0.15,0,0.6592
0.16,0.08,0.87,1,0.1,0.15,0,0.6428
0.19,0.09,0.88,1,0.02,0.15,0,0.665
0.21,0.09,0.89,1,0.03,0.15,0,0.6681
0.2,0.09,0.89,1,0.08,0.14,0,0.661
0.22,0.09,0.9,1,0.07,0.13,0,0.668
0.23,0.09,0.9,1,0.05,0.13,0,0.673
0.28,0.1,0.9,1,0.1,0.14,0,0.6732
0.22,0.09,0.9,1,0.19,0.13,0,0.6477
0.16,0.11,0.89,1,0.17,0.14,0,0.6412
0.14,0.14,0.87,1,0.16,0.14,0.07,0.6531
0.19,0.16,0.82,1,0.16,0.14,0.22,0.6816
0.26,0.16,0.77,1,0.08,0.13,0.35,0.7212
0.35,0.16,0.73,1,0.12,0.13,0.47,0.7429
0.26,0.16,0.71,1,0.16,0.13,0.54,0.7313
0.16,0.18,0.69,1,0.15,0.14,0.55,0.7146
0.39,0.17,0.69,1,0.15,0.14,0.49,0.7418
0.28,0.15,0.71,1,0.09,0.14,0.36,0.7137
0.32,0.14,0.74,1,0.09,0.15,0.21,0.6933
0.2,0.13,0.76,1,0.07,0.16,0.03,0.6489
0.24,0.12,0.79,1,0.01,0.18,0,0.6593
0.37,0.11,0.83,1,0.07,0.17,0,0.6777
0.37,0.11,0.85,1,0.06,0.18,0,0.6828
0.31,0.11,0.87,1,0.13,0.18,0,0.6644
0.39,0.1,0.88,1,0.11,0.18,0,0.6806
0.51,0.1,0.89,1,0.17,0.17,0,0.6937
0.48,0.1,0.9,1,0.14,0.16,0,0.6971
0.53,0.1,0.91,1,0.23,0.15,0,0.6926
0.5,0.1,0.91,1,0.19,0.15,0,0.6947
0.34,0.09,0.92,1,0.16,0.15,0,0.674
0.33,0.1,0.92,1,0.11,0.15,0,0.681
0.26,0.09,0.93,1,0.11,0.16,0,0.6685
0.41,0.1,0.93,1,0.09,0.16,0,0.698
0.46,0.11,0.93,1,0.07,0.16,0,0.7127
0.48,0.13,0.92,1,0.07,0.16,0.06,0.727
0.59,0.15,0.9,1,0.09,0.16,0.21,0.7671
0.55,0.16,0.88,1,0.01,0.16,0.37,0.7977
0.27,0.16,0.84,1,0.05,0.17,0.49,0.7585
0.37,0.17,0.8,1,0.01,0.15,0.56,0.7899
0.32,0.17,0.78,1,0.05,0.15,0.56,0.771
0.34,0.16,0.76,1,0.34,0.16,0.48,0.7071
0.4,0.15,0.75,1,0.33,0.16,0.36,0.6966
0.2,0.14,0.77,1,0.35,0.15,0.22,0.6364
0.16,0.13,0.79,1,0.01,0.15,0.03,0.6582
0.1,0.12,0.82,1,0.06,0.16,0,0.6348
0.18,0.1,0.84,1,0.02,0.16,0,0.6576
0.25,0.09,0.86,1,0.09,0.15,0,0.661
0.22,0.08,0.88,1,0.03,0.14,0,0.6693
0.12,0.08,0.9,1,0,0.14,0,0.6594
0.12,0.08,0.91,1,0.03,0.14,0,0.6567
0.13,0.07,0.92,1,0.06,0.13,0,0.6558
0.17,0.07,0.93,1,0.35,0.14,0,0.6138
0.19,0.06,0.94,1,0.01,0.14,0,0.6744
0.2,0.06,0.94,1,0.08,0.15,0,0.6631
0.17,0.06,0.95,1,0.06,0.15,0,0.6618
0.23,0.06,0.96,1,0.08,0.14,0,0.6706
0.25,0.07,0.96,1,0.08,0.14,0,0.6759
0.34,0.09,0.96,1,0.07,0.14,0,0.696
0.22,0.13,0.94,1,0.16,0.14,0.02,0.6688
0.28,0.15,0.92,1,0.17,0.15,0.07,0.6824
0.34,0.16,0.91,1,0.22,0.15,0.22,0.7081
0.33,0.16,0.89,1,0.22,0.15,0.34,0.7247
0.22,0.17,0.84,1,0.19,0.15,0.49,0.73
0.28,0.18,0.78,1,0.25,0.15,0.51,0.7246
0.3,0.17,0.74,1,0.25,0.16,0.41,0.7023
0.36,0.16,0.71,1,0.26,0.16,0.32,0.6908
0.28,0.15,0.72,1,0.24,0.16,0.19,0.6545
0.35,0.13,0.76,1,0.17,0.17,0.05,0.657
0.38,0.12,0.79,1,0.17,0.19,0,0.6558
0.5,0.12,0.82,1,0.08,0.19,0,0.6958
0.46,0.12,0.85,1,0.08,0.18,0,0.694
0.27,0.12,0.86,1,0.06,0.18,0,0.6687
0.25,0.11,0.88,1,0.08,0.18,0,0.6617
0.29,0.11,0.89,1,0.18,0.18,0,0.6546
0.2,0.1,0.9,1,0.15,0.18,0,0.6452
0.39,0.09,0.91,1,0.14,0.21,0,0.6747
0.34,0.1,0.92,1,0.11,0.21,0,0.6722
0.46,0.1,0.93,1,0.18,0.2,0,0.6861
0.45,0.1,0.93,1,0.27,0.19,0,0.6693
0.47,0.1,0.94,1,0.21,0.2,0,0.684
0.42,0.1,0.94,1,0.22,0.21,0,0.6729
0.39,0.11,0.93,1,0.22,0.2,0,0.6684
0.27,0.14,0.92,1,0.18,0.22,0.01,0.6567
0.47,0.16,0.9,1,0.28,0.22,0.02,0.6755
0.49,0.17,0.87,1,0.21,0.21,0.04,0.6904
0.56,0.18,0.81,1,0.23,0.21,0.05,0.691
0.64,0.18,0.74,1,0.18,0.21,0.05,0.7039
0.75,0.18,0.69,1,0.25,0.21,0.05,0.7005
0.71,0.17,0.69,1,0.24,0.2,0.05,0.6965
0.58,0.16,0.69,1,0.22,0.2,0.04,0.674
0.49,0.14,0.71,1,0.22,0.2,0.02,0.6583
0.58,0.13,0.74,1,0.28,0.2,0.01,0.6617
0.69,0.12,0.75,1,0.27,0.2,0,0.6829
0.6,0.12,0.76,1,0.3,0.19,0,0.665
0.41,0.12,0.76,1,0.32,0.19,0,0.6312
0.47,0.11,0.77,1,0.3,0.19,0,0.6435
0.5,0.11,0.79,1,0.32,0.18,0,0.6495
0.69,0.11,0.8,1,0.3,0.18,0,0.6865
0.68,0.11,0.79,1,0.31,0.19,0,0.6791
0.6,0.11,0.78,1,0.31,0.17,0,0.6679
0.65,0.11,0.79,1,0.3,0.18,0,0.6789
0.68,0.12,0.79,1,0.29,0.16,0,0.6884
0.92,0.12,0.78,1,0.31,0.16,0,0.7249
0.92,0.12,0.77,1,0.31,0.16,0,0.7224
0.87,0.12,0.78,1,0.3,0.14,0,0.721
1,0.13,0.77,1,0.28,0.15,0,0.7464
0.89,0.14,0.76,1,0.24,0.14,0.01,0.7364
0.95,0.16,0.75,1,0.23,0.15,0.09,0.7611
1,0.17,0.73,1,0.28,0.15,0.28,0.7909
1,0.17,0.7,1,0.24,0.16,0.29,0.7934
1,0.18,0.69,1,0.28,0.17,0.33,0.7908
0.94,0.18,0.68,1,0.31,0.14,0.18,0.7544
0.91,0.17,0.69,1,0.31,0.14,0.18,0.7502
0.73,0.16,0.7,1,0.26,0.17,0.12,0.7143
0.67,0.15,0.72,1,0.26,0.16,0.11,0.7071
0.65,0.14,0.75,1,0.25,0.16,0.04,0.6949
0.64,0.13,0.79,1,0.2,0.15,0,0.7026
0.53,0.13,0.81,1,0.27,0.15,0,0.6771
0.49,0.13,0.83,1,0.27,0.15,0,0.6711
0.3,0.12,0.84,1,0.21,0.15,0,0.6502
0.28,0.12,0.85,1,0.22,0.15,0,0.6478
0.36,0.12,0.86,1,0.22,0.15,0,0.6612
0.33,0.11,0.87,1,0.2,0.14,0,0.6625
0.37,0.11,0.88,1,0.17,0.14,0,0.6735
0.32,0.09,0.89,1,0.18,0.13,0,0.6663
0.32,0.09,0.9,1,0.21,0.13,0,0.6625
0.27,0.09,0.92,1,0.22,0.13,0,0.6553
0.43,0.1,0.92,1,0.25,0.13,0,0.6783
0.5,0.12,0.91,1,0.21,0.12,0,0.7004
0.34,0.13,0.9,1,0.22,0.12,0,0.673
0.17,0.15,0.88,1,0.18,0.11,0.07,0.6635
0.34,0.17,0.84,1,0.17,0.12,0.22,0.7123
0.34,0.17,0.78,1,0.22,0.11,0.37,0.7233
0.28,0.18,0.72,1,0.19,0.11,0.49,0.7296
0.2,0.19,0.68,1,0.29,0.11,0.55,0.7031
0.29,0.19,0.67,1,0.18,0.11,0.54,0.7334
0.23,0.19,0.66,1,0.24,0.12,0.47,0.6989
0.17,0.18,0.64,1,0.25,0.12,0.37,0.6635
0.28,0.16,0.66,1,0.24,0.12,0.22,0.661
0.25,0.15,0.69,1,0.24,0.13,0.07,0.6317
0.24,0.14,0.7,1,0.22,0.13,0,0.6221
0.28,0.13,0.72,1,0.23,0.15,0,0.6257
0.27,0.12,0.74,1,0.24,0.15,0,0.624
0.4,0.12,0.77,1,0.2,0.15,0,0.657
0.36,0.11,0.8,1,0.24,0.15,0,0.6481
0.36,0.1,0.82,1,0.21,0.15,0,0.6536
0.24,0.09,0.85,1,0.21,0.14,0,0.6381
0.23,0.08,0.86,1,0.22,0.14,0,0.6374
0.15,0.07,0.88,1,0.24,0.14,0,0.6214
0.16,0.07,0.89,1,0.28,0.13,0,0.6197
0.13,0.06,0.9,1,0.18,0.13,0,0.6312
0.17,0.06,0.91,1,0.16,0.13,0,0.641
0.27,0.07,0.91,1,0.22,0.14,0,0.6488
0.26,0.12,0.89,1,0.25,0.14,0,0.6471
0.24,0.14,0.85,1,0.2,0.13,0.07,0.6631
0.39,0.16,0.8,1,0.2,0.14,0.23,0.7074
0.6,0.16,0.75,1,0.19,0.13,0.38,0.7629
0.61,0.16,0.71,1,0.23,0.14,0.49,0.7649
0.57,0.16,0.68,1,0.15,0.13,0.57,0.7822
0.55,0.16,0.68,1,0.15,0.12,0.55,0.7777
0.49,0.16,0.68,1,0.08,0.12,0.48,0.7678
0.42,0.15,0.68,1,0.15,0.12,0.37,0.7251
0.36,0.13,0.69,1,0.06,0.12,0.21,0.7016
0.31,0.12,0.71,1,0.13,0.13,0.07,0.6575
0.26,0.11,0.72,1,0.14,0.12,0,0.638
0.24,0.1,0.72,1,0.06,0.13,0,0.6459
0.19,0.1,0.73,1,0.09,0.14,0,0.6307
0.17,0.08,0.74,1,0.07,0.13,0,0.6334
0.14,0.07,0.75,1,0.07,0.12,0,0.6292
0.18,0.07,0.77,1,0.09,0.12,0,0.6344
0.24,0.07,0.79,1,0.19,0.12,0,0.6291
0.16,0.06,0.81,1,0.14,0.11,0,0.6311
0.24,0.06,0.82,1,0.14,0.11,0,0.6468
0.22,0.06,0.84,1,0.06,0.11,0,0.6571
0.26,0.06,0.85,1,0.06,0.11,0,0.6677
0.31,0.06,0.86,1,0.1,0.1,0,0.6732
0.25,0.06,0.87,1,0.02,0.11,0,0.674
0.29,0.08,0.87,1,0.03,0.11,0,0.6818
0.25,0.11,0.86,1,0.04,0.11,0.07,0.692
0.29,0.14,0.84,1,0.03,0.11,0.24,0.7273
0.47,0.15,0.79,1,0.04,0.1,0.4,0.7807
0.54,0.16,0.73,1,0.35,0.11,0.53,0.7494
0.56,0.16,0.69,1,0.02,0.11,0.59,0.8132
0.57,0.16,0.68,1,0.04,0.11,0.59,0.8077
0.58,0.16,0.66,1,0.34,0.1,0.53,0.7494
0.61,0.15,0.65,1,0.35,0.1,0.41,0.7285
0.61,0.13,0.66,1,0.36,0.11,0.25,0.6968
0.59,0.12,0.68,1,0.03,0.11,0.09,0.7218
0.6,0.12,0.7,1,0.01,0.11,0,0.7157
0.63,0.11,0.71,1,0.35,0.12,0,0.6655
0.6,0.11,0.73,1,0.35,0.12,0,0.6623
0.62,0.11,0.75,1,0.36,0.12,0,0.6673
0.58,0.11,0.79,0.99,0.06,0.13,0,0.7145
0.59,0.1,0.81,0.99,0.01,0.14,0,0.7268
0.5,0.11,0.83,0.99,0.34,0.14,0,0.6596
0.32,0.09,0.84,0.99,0.02,0.13,0,0.6838
0.38,0.1,0.86,0.99,0.01,0.14,0,0.6973
0.44,0.1,0.87,0.99,0.03,0.13,0,0.7087
0.56,0.09,0.87,0.99,0.02,0.13,0,0.7302
0.45,0.09,0.87,0.99,0.01,0.13,0,0.7123
0.37,0.1,0.86,0.99,0.04,0.14,0,0.6917
0.24,0.11,0.85,0.99,0.35,0.14,0,0.6169
0.33,0.13,0.82,1,0.34,0.15,0.09,0.6457
0.51,0.15,0.77,1,0.01,0.16,0.27,0.7537
0.79,0.15,0.72,1,0.01,0.15,0.44,0.8254
0.68,0.16,0.68,1,0.01,0.15,0.34,0.7837
0.67,0.16,0.58,1,0.07,0.16,0.46,0.7727
0.62,0.16,0.45,1,0.13,0.16,0.43,0.7273
0.53,0.16,0.43,1,0.1,0.15,0.39,0.711
0.41,0.15,0.51,1,0.13,0.15,0.24,0.67
0.17,0.13,0.58,1,0.1,0.14,0.09,0.6212
0.18,0.11,0.62,1,0.06,0.14,0.03,0.6239
0.28,0.1,0.67,0.99,0.15,0.13,0,0.6272
0.33,0.09,0.69,0.99,0.19,0.13,0,0.6333
0.4,0.09,0.71,0.99,0.18,0.14,0,0.6456
0.41,0.1,0.71,0.99,0.05,0.13,0,0.6751
0.32,0.11,0.71,0.99,0.07,0.13,0,0.6558
0.33,0.09,0.71,0.99,0.17,0.13,0,0.6383
0.44,0.09,0.72,0.99,0.13,0.13,0,0.6646
0.41,0.09,0.72,0.99,0.17,0.13,0,0.653
0.38,0.08,0.73,0.99,0.19,0.13,0,0.6461
0.28,0.07,0.74,0.99,0.09,0.14,0,0.6434
0.3,0.07,0.75,0.99,0.13,0.13,0,0.6437
0.26,0.07,0.77,0.99,0.08,0.14,0,0.6473
0.34,0.07,0.8,0.99,0.08,0.14,0,0.6639
0.21,0.11,0.8,1,0.18,0.13,0,0.636
0.13,0.13,0.8,1,0.19,0.13,0.08,0.6369
0.09,0.16,0.74,1,0.1,0.13,0.24,0.6653
0.18,0.16,0.7,1,0.08,0.12,0.39,0.7057
0.31,0.16,0.67,1,0.13,0.13,0.52,0.7325
0.46,0.16,0.66,1,0.13,0.12,0.57,0.7667
0.52,0.16,0.66,1,0.19,0.12,0.56,0.7637
0.45,0.15,0.66,1,0.22,0.12,0.49,0.7375
0.38,0.14,0.67,1,0.15,0.12,0.38,0.7166
0.24,0.13,0.68,1,0.15,0.12,0.24,0.6691
0.37,0.13,0.69,0.99,0.22,0.12,0.08,0.655
0.36,0.11,0.71,0.99,0.22,0.13,0,0.6386
0.32,0.1,0.73,0.99,0.12,0.13,0,0.6506
0.35,0.1,0.75,0.99,0.19,0.14,0,0.6442
0.37,0.1,0.79,0.99,0.19,0.14,0,0.6543
0.63,0.1,0.81,0.99,0.15,0.13,0,0.7089
0.53,0.11,0.8,0.99,0.18,0.13,0,0.6889
0.45,0.11,0.76,0.99,0.07,0.13,0,0.688
0.31,0.1,0.74,0.99,0.09,0.13,0,0.657
0.28,0.1,0.76,0.99,0,0.13,0,0.6664
0.22,0.1,0.77,0.99,0.02,0.12,0,0.6574
0.3,0.1,0.79,0.99,0.07,0.12,0,0.6651
0.34,0.1,0.79,0.99,0.09,0.11,0,0.6709
0.4,0.1,0.79,0.99,0.06,0.11,0,0.6867
0.37,0.1,0.8,0.99,0.19,0.11,0,0.6599
0.18,0.11,0.81,1,0.14,0.11,0.08,0.6545
0.28,0.13,0.79,1,0.18,0.11,0.24,0.6905
0.19,0.14,0.73,1,0.13,0.11,0.39,0.7014
0.19,0.15,0.69,1,0.17,0.11,0.49,0.706
0.27,0.15,0.67,1,0.14,0.11,0.55,0.7322
0.31,0.15,0.67,1,0.24,0.12,0.53,0.7163
0.17,0.15,0.66,1,0.25,0.12,0.47,0.6796
0.22,0.14,0.67,1,0.22,0.12,0.37,0.6761
0.27,0.13,0.7,1,0.2,0.12,0.25,0.669
0.45,0.11,0.72,1,0.28,0.12,0.07,0.659
0.41,0.11,0.75,1,0.22,0.12,0,0.6534
0.37,0.11,0.77,1,0.19,0.13,0,0.6539
0.42,0.11,0.79,1,0.17,0.12,0,0.6707
0.5,0.1,0.8,1,0.1,0.13,0,0.6956
0.41,0.1,0.82,1,0.15,0.13,0,0.6758
0.39,0.11,0.82,1,0.14,0.13,0,0.6744
0.55,0.11,0.82,1,0.07,0.13,0,0.7129
0.39,0.11,0.82,1,0.16,0.12,0,0.6743
0.34,0.11,0.82,1,0.05,0.13,0,0.6831
0.37,0.11,0.82,1,0.09,0.13,0,0.6806
0.46,0.11,0.82,1,0.07,0.13,0,0.6987
0.43,0.11,0.82,1,0.17,0.13,0,0.6767
0.36,0.11,0.82,1,0.14,0.14,0,0.6693
0.39,0.12,0.82,1,0.19,0.14,0,0.6676
0.45,0.14,0.8,1,0.14,0.14,0.08,0.6966
0.36,0.15,0.78,1,0.18,0.15,0.24,0.7
0.23,0.17,0.74,1,0.11,0.14,0.4,0.7156
0.77,0.18,0.69,1,0.17,0.14,0.53,0.8103
0.61,0.18,0.67,1,0.2,0.14,0.58,0.7851
0.57,0.17,0.64,1,0.16,0.14,0.58,0.7781
0.67,0.17,0.6,1,0.2,0.14,0.54,0.7721
0.3,0.16,0.59,1,0.24,0.14,0.42,0.681
0.19,0.14,0.59,1,0.24,0.14,0.26,0.6357
0.37,0.12,0.65,1,0.26,0.14,0.09,0.6384
0.49,0.11,0.67,1,0.22,0.15,0,0.6529
0.47,0.11,0.69,1,0.19,0.15,0,0.655
0.35,0.11,0.7,1,0.19,0.16,0,0.6349
0.31,0.1,0.7,1,0.13,0.15,0,0.6388
0.46,0.1,0.71,1,0.14,0.15,0,0.665
0.54,0.1,0.72,1,0.22,0.15,0,0.6651
0.48,0.1,0.73,1,0.16,0.15,0,0.6667
0.48,0.11,0.74,1,0.2,0.14,0,0.663
0.47,0.1,0.74,1,0.14,0.14,0,0.673
0.45,0.1,0.75,1,0.13,0.14,0,0.6716
0.61,0.1,0.77,1,0.16,0.13,0,0.6994
0.63,0.1,0.78,1,0.09,0.13,0,0.7158
0.76,0.11,0.79,1,0.12,0.12,0,0.7365
0.8,0.13,0.78,1,0.16,0.12,0,0.7379
0.85,0.14,0.75,1,0.19,0.12,0.09,0.754
0.71,0.16,0.71,1,0.14,0.13,0.27,0.764
0.77,0.17,0.69,1,0.11,0.13,0.44,0.8058
0.87,0.17,0.69,1,0.12,0.12,0.57,0.8426
0.79,0.18,0.67,1,0.1,0.12,0.63,0.8421
0.82,0.18,0.65,1,0.04,0.12,0.64,0.8541
0.84,0.17,0.62,1,0.07,0.12,0.57,0.8355
0.83,0.16,0.63,1,0.07,0.13,0.45,0.8109
0.8,0.15,0.66,1,0.19,0.13,0.28,0.7619
0.76,0.14,0.69,1,0.18,0.13,0.1,0.7299
0.74,0.13,0.72,1,0.19,0.14,0,0.7093
0.85,0.12,0.74,1,0.2,0.15,0,0.7273
0.69,0.12,0.75,1,0.19,0.16,0,0.7014
0.6,0.11,0.78,1,0.21,0.16,0,0.6867
0.5,0.11,0.8,1,0.26,0.16,0,0.6648
0.4,0.11,0.82,1,0.24,0.15,0,0.6569
0.32,0.1,0.84,1,0.32,0.15,0,0.6329
0.33,0.1,0.85,1,0.28,0.16,0,0.6408
0.37,0.1,0.86,1,0.25,0.16,0,0.6525
0.33,0.1,0.87,1,0.2,0.16,0,0.6565
0.34,0.09,0.87,1,0.2,0.16,0,0.6566
0.34,0.08,0.89,1,0.25,0.16,0,0.6503
0.42,0.09,0.89,1,0.26,0.16,0,0.6643
0.41,0.12,0.89,1,0.27,0.17,0,0.6635
0.49,0.14,0.87,1,0.21,0.16,0.04,0.6956
0.71,0.16,0.84,1,0.28,0.17,0.11,0.7279
0.74,0.17,0.79,1,0.25,0.16,0.06,0.7244
0.8,0.17,0.73,1,0.21,0.16,0.11,0.7408
0.88,0.18,0.69,1,0.24,0.17,0.19,0.7535
0.87,0.18,0.68,1,0.27,0.16,0.35,0.7749
0.7,0.17,0.67,1,0.28,0.15,0.3,0.7373
0.59,0.16,0.65,1,0.27,0.16,0.38,0.7254
0.67,0.15,0.67,0.99,0.27,0.2,0.13,0.6916
0.77,0.14,0.7,0.99,0.26,0.16,0.05,0.7053
0.74,0.13,0.72,0.99,0.3,0.2,0,0.6831
0.76,0.13,0.75,0.99,0.27,0.19,0,0.6962
0.6,0.13,0.79,0.99,0.25,0.19,0,0.6799
0.7,0.13,0.82,0.99,0.27,0.18,0,0.6991
0.83,0.13,0.83,0.99,0.26,0.19,0,0.7223
0.68,0.13,0.83,0.99,0.25,0.18,0,0.7005
0.65,0.13,0.81,0.99,0.22,0.18,0,0.6986
0.37,0.12,0.79,0.99,0.18,0.18,0,0.6551
0.31,0.11,0.78,0.99,0.16,0.18,0,0.6442
0.34,0.1,0.79,0.99,0.06,0.17,0,0.6653
0.13,0.1,0.81,0.99,0.03,0.17,0,0.638
0.16,0.09,0.82,0.99,0.1,0.15,0,0.6369
0.11,0.09,0.84,0.99,0.12,0.15,0,0.6284
0.11,0.11,0.85,1,0.14,0.15,0,0.6303
0.47,0.15,0.83,1,0.18,0.13,0.06,0.7013
0.79,0.16,0.78,1,0.2,0.13,0.17,0.7619
0.71,0.16,0.71,1,0.15,0.12,0.29,0.7688
0.9,0.16,0.69,1,0.13,0.13,0.35,0.8071
0.96,0.16,0.68,1,0.1,0.13,0.41,0.8295
0.91,0.16,0.67,1,0.2,0.14,0.33,0.7887
1,0.16,0.67,1,0.23,0.13,0.3,0.7933
0.97,0.15,0.66,1,0.12,0.13,0.32,0.8085
0.78,0.14,0.66,1,0.08,0.13,0.2,0.7607
0.72,0.13,0.68,1,0.05,0.13,0.11,0.745
0.75,0.13,0.69,1,0.05,0.13,0,0.7316
0.73,0.12,0.69,1,0.01,0.13,0,0.7325
0.53,0.11,0.7,1,0.05,0.13,0,0.6933
0.63,0.12,0.7,1,0.08,0.13,0,0.7069
0.42,0.11,0.71,1,0.15,0.13,0,0.6609
0.61,0.11,0.72,1,0.11,0.13,0,0.6989
0.68,0.11,0.72,1,0.16,0.12,0,0.7077
0.65,0.11,0.73,1,0.11,0.12,0,0.7106
0.93,0.12,0.74,1,0.15,0.11,0,0.7555
0.91,0.12,0.74,1,0.09,0.12,0,0.7619
0.95,0.12,0.77,1,0.12,0.12,0,0.7652
0.92,0.12,0.81,1,0.13,0.11,0,0.767
0.46,0.11,0.82,1,0.1,0.11,0,0.6975
0.37,0.13,0.82,1,0.05,0.12,0,0.6923
0.78,0.15,0.8,1,0.16,0.12,0.08,0.7555
0.75,0.16,0.76,1,0.14,0.12,0.2,0.7676
0.77,0.16,0.71,1,0.14,0.13,0.31,0.7806
0.73,0.16,0.69,1,0.25,0.12,0.4,0.7709
0.73,0.16,0.69,1,0.28,0.12,0.58,0.7941
0.69,0.16,0.68,1,0.28,0.13,0.3,0.737
0.71,0.16,0.67,1,0.29,0.13,0.4,0.7539
0.59,0.15,0.68,1,0.16,0.13,0.37,0.7511
0.41,0.14,0.69,1,0.14,0.12,0.07,0.6746
0.41,0.13,0.71,1,0.1,0.12,0.01,0.6719
0.3,0.12,0.73,1,0.13,0.13,0,0.6474
0.26,0.12,0.74,1,0.12,0.14,0,0.6428
0.18,0.1,0.75,1,0.13,0.13,0,0.629
0.15,0.08,0.79,1,0.06,0.13,0,0.6387
0.11,0.07,0.83,1,0.09,0.14,0,0.6308
0.14,0.06,0.86,1,0.35,0.14,0,0.5957
0.11,0.06,0.87,1,0.34,0.14,0,0.5935
0.22,0.06,0.89,1,0.35,0.14,0,0.613
0.17,0.06,0.9,1,0.04,0.14,0,0.6576
0.23,0.06,0.9,1,0.05,0.14,0,0.6672
0.29,0.06,0.91,1,0.07,0.14,0,0.6747
0.33,0.06,0.91,1,0.05,0.15,0,0.6843
0.29,0.07,0.92,1,0.05,0.15,0,0.6796
0.29,0.1,0.9,1,0.11,0.15,0,0.6735
0.21,0.13,0.89,1,0.1,0.16,0.03,0.6669
0.27,0.15,0.86,1,0.16,0.16,0.24,0.7009
0.3,0.16,0.8,1,0.26,0.15,0.32,0.695
0.18,0.17,0.72,1,0.27,0.16,0.31,0.6578
0.34,0.18,0.68,1,0.26,0.17,0.16,0.656
0.55,0.17,0.67,1,0.21,0.17,0.24,0.7091
0.44,0.17,0.63,1,0.26,0.17,0.39,0.7011
0.5,0.16,0.63,1,0.26,0.19,0.2,0.6735
0.53,0.14,0.66,1,0.25,0.17,0.31,0.7028
0.59,0.13,0.69,1,0.16,0.16,0.11,0.7015
0.46,0.12,0.71,1,0.21,0.15,0,0.656
0.36,0.12,0.73,1,0.23,0.16,0,0.6351
0.44,0.11,0.74,1,0.19,0.15,0,0.6578
0.4,0.1,0.77,1,0.22,0.15,0,0.65
0.4,0.1,0.81,1,0.06,0.15,0,0.681
0.32,0.09,0.83,1,0.13,0.14,0,0.6633
0.32,0.09,0.85,1,0.08,0.15,0,0.6709
0.35,0.08,0.87,1,0.04,0.15,0,0.6851
0.35,0.08,0.88,1,0.05,0.16,0,0.6847
0.35,0.09,0.89,1,0.01,0.15,0,0.6937
0.41,0.08,0.9,1,0.34,0.14,0,0.6525
0.5,0.09,0.9,1,0.04,0.14,0,0.7182
0.31,0.1,0.91,1,0.05,0.14,0,0.6886
0.17,0.13,0.89,1,0.05,0.14,0,0.6665
0.39,0.15,0.88,1,0.09,0.15,0.03,0.7022
0.57,0.17,0.84,1,0.07,0.15,0.08,0.7397
0.81,0.18,0.77,1,0.21,0.14,0.12,0.7539
0.75,0.18,0.71,1,0.19,0.16,0.15,0.7409
0.78,0.18,0.68,1,0.19,0.16,0.16,0.7431
0.73,0.18,0.68,1,0.14,0.16,0.13,0.7378
0.67,0.18,0.68,1,0.26,0.18,0.5,0.7637
0.49,0.16,0.68,1,0.28,0.16,0.38,0.7134
0.43,0.15,0.69,1,0.17,0.15,0.23,0.6959
0.53,0.14,0.7,1,0.16,0.15,0.08,0.6916
0.56,0.13,0.72,1,0.15,0.16,0,0.6823
0.48,0.13,0.73,1,0.14,0.17,0,0.6704
0.69,0.13,0.73,0.99,0.16,0.17,0,0.7049
0.74,0.13,0.74,0.99,0.13,0.17,0,0.7175
0.81,0.13,0.74,0.99,0.07,0.17,0,0.7391
0.37,0.12,0.74,0.99,0.19,0.17,0,0.646
0.19,0.12,0.75,0.99,0.15,0.17,0,0.624
0.17,0.11,0.76,0.99,0.08,0.17,0,0.6327
0.15,0.1,0.79,0.99,0.04,0.17,0,0.6372
0.19,0.1,0.81,0.99,0.15,0.17,0,0.6292
0.25,0.09,0.83,0.99,0.1,0.18,0,0.6501
0.39,0.08,0.85,0.99,0.12,0.18,0,0.669
0.45,0.09,0.87,0.99,0.15,0.18,0,0.682
0.38,0.12,0.87,0.99,0.11,0.17,0,0.6821
0.2,0.15,0.85,0.99,0.22,0.17,0.03,0.6406
0.15,0.18,0.79,1,0.19,0.17,0.1,0.6433
0.25,0.18,0.74,1,0.21,0.17,0.18,0.6605
0.3,0.19,0.69,0.99,0.09,0.18,0.21,0.6872
0.28,0.19,0.68,0.99,0.23,0.19,0.22,0.6576
0.43,0.18,0.68,0.99,0.26,0.19,0.17,0.6668
0.46,0.17,0.68,0.99,0.27,0.19,0.14,0.6637
0.42,0.16,0.69,0.99,0.21,0.18,0.07,0.6581
0.4,0.15,0.71,0.99,0.22,0.18,0.05,0.6515
0.37,0.14,0.73,0.99,0.23,0.18,0.02,0.6413
0.2,0.14,0.75,0.99,0.15,0.18,0,0.6256
0.39,0.13,0.77,0.99,0.08,0.18,0,0.6719
0.36,0.12,0.8,0.99,0.05,0.17,0,0.6769
0.37,0.12,0.82,0.99,0.08,0.16,0,0.6782
0.71,0.14,0.83,0.99,0.07,0.17,0,0.741
0.85,0.14,0.83,0.99,0.12,0.16,0,0.7565
0.93,0.14,0.81,0.99,0.1,0.15,0,0.772
0.93,0.14,0.78,0.99,0.21,0.16,0,0.7452
0.75,0.13,0.77,0.99,0.2,0.15,0,0.7161
0.48,0.12,0.77,0.99,0.22,0.15,0,0.6661
